"","exercise_time","milk_ml","parents_height","height"
"21",30,0.294154724804685,160.967260930759,105.909126693756
"56",65,0.522774846060202,181.089079686528,113.44790166722
"67",76,0.0328674903139472,171.030200437446,117.239764797164
"194",203,0.931516224751249,170.705874679633,140.280215068976
"10",19,0.101409344933927,186.125901059706,102.679057543697
"191",200,0.760362276108935,185.302041633244,140.787181815473
"80",89,0.893031262094155,179.540882470912,120.077181636282
"78",87,0.527480893069878,167.635471574222,119.055787052368
"179",188,0.547691760817543,165.13756148346,137.191511033897
"20",29,0.847879076143727,160.596814811709,104.917412506355
"9",18,0.26442230772227,158.515975842163,103.118192725303
"94",103,0.775519220158458,185.725369518636,122.094761846021
"4",13,0.0641505722887814,170.592549515836,102.281500748725
"174",183,0.339664004510269,182.137737111164,137.449678214062
"134",143,0.0126399197615683,175.910871649147,129.576807482278
"177",186,0.0620215930975974,185.366328965394,136.845861669415
"143",152,0.34524647379294,176.829283383588,132.07800951699
"185",194,0.758676895638928,173.954335274883,138.879745503999
"101",110,0.928683209465817,160.533451794749,122.997106094002
"182",191,0.0991792189888656,165.994363429292,138.267341983935
"153",162,0.662508012261242,162.115047546527,134.393120660088
"106",115,0.543402906041592,162.688576556208,123.349507799494
"151",160,0.267530967714265,164.065435660614,132.1370026201
"77",86,0.175271253334358,158.145347365043,117.527771432168
"23",32,0.579903993522748,178.079298605965,107.23062678341
"184",193,0.0347186878789216,165.996017840572,139.369718880226
"12",21,0.699087112909183,155.931913950484,105.083375392679
"85",94,0.486337462672964,176.052827435813,118.646057506242
"63",72,0.746848497539759,179.558342899454,115.425780597617
"26",35,0.362061461433768,172.459126729398,106.140008104239
"147",156,0.108918391400948,160.686668054768,129.254974152799
"172",181,0.571030942723155,162.91841538634,137.720867227374
"200",209,0.784910780377686,169.573908968061,141.735458416795
"125",134,0.983224192168564,172.405337887967,130.546233625079
"30",39,0.667040501255542,182.684501805186,109.84264054705
"79",88,0.800357255386189,161.852937119051,119.745139853296
"18",27,0.215358147630468,175.794919464359,105.313665476863
"197",206,0.943905432941392,171.95955118234,141.499348960289
"171",180,0.608308850554749,170.561159207876,136.825578616772
"181",190,0.649041353724897,159.430868848016,138.500969790526
"196",205,0.91548026772216,171.564950404418,142.679032495968
"155",164,0.674808409065008,189.68578322295,131.802710409348
"150",159,0.784468697151169,175.032858979393,133.22986591006
"132",141,0.188937769504264,182.319294918166,128.551078679373
"75",84,0.0195242194458842,164.892935313866,117.323908344951
"51",60,0.452816046075895,162.449854682121,111.41479121016
"128",137,0.284819788765162,160.769037156501,126.421889163122
"11",20,0.636034412542358,197.586918618253,104.665929429093
"129",138,0.294999314006418,177.434415582606,128.746279985444
"24",33,0.735612844815478,172.535327345955,107.732045216795
"36",45,0.452137230196968,159.287644483158,109.402704173091
"149",158,0.357981357723475,143.54836301638,131.388569515581
"193",202,0.326154677662998,176.078007516072,139.294050695247
"157",166,0.153972579399124,173.933534031924,132.844929239699
"178",187,0.349133171373978,176.904136290988,137.719736574277
"59",68,0.204466921044514,169.132028605406,112.994971582806
"189",198,0.562862964812666,147.899768175143,141.973644654239
"25",34,0.231266769580543,169.784680465365,108.243017813199
"175",184,0.248301860177889,166.690554419437,138.718674923168
"45",54,0.745059445733204,157.034095695378,110.897015356222
"108",117,0.967723551671952,183.9354204515,125.132164517696
"32",41,0.894891001982614,179.9312545676,107.484195489697
"42",51,0.821438615908846,164.599645287961,110.88858936272
"165",174,0.726871519815177,179.593482636944,136.725186679141
"168",177,0.235456105088815,179.166411546754,136.166513231895
"121",130,0.051021842751652,172.88127531628,127.642262824934
"31",40,0.189700762974098,165.55796008137,108.571863588956
"35",44,0.468808511970565,161.548373588378,109.302079084137
"13",22,0.378756028832868,177.080519122956,105.365922587303
"123",132,0.243484009290114,165.688717355493,125.489478184438
"16",25,0.269620745442808,176.744103692942,106.470495372715
"40",49,0.450808089226484,173.90363909186,110.221159515184
"122",131,0.913867746246979,173.677447529322,129.104818835207
"199",208,0.56472005834803,163.081673343264,141.793647135265
"131",140,0.968550523975864,153.485448874045,130.758220150303
"138",147,0.7120073097758,181.379842056562,131.856482483814
"19",28,0.886936806375161,181.140318257252,106.858168167555
"61",70,0.602774963481352,165.029014378838,116.619384082172
"69",78,0.276998920831829,162.899233447674,114.541438707599
"73",82,0.955464047146961,166.578563975658,117.550385005123
"136",145,0.258144891820848,179.671339807949,129.540717030644
"102",111,0.595319982152432,169.404329536049,122.398308819752
"141",150,0.317790979752317,167.211545456506,131.640838035915
"117",126,0.881305759772658,176.658815672259,126.264533588796
"1",10,0.566668354906142,182.874027189095,103.967007403824
"100",109,0.341927947243676,150.564582737247,124.112129518945
"186",195,0.15240617771633,173.588598555999,139.410787042556
"144",153,0.592384370276704,167.379752857944,131.651565486007
"52",61,0.150814319495112,171.136446929319,112.648159016263
"111",120,0.380985068855807,157.057866986928,124.711532184911
"135",144,0.533700970700011,174.74076916619,129.340810411447
"15",24,0.0860522368457168,155.884468575073,105.345908407
"60",69,0.822746590711176,176.796925193458,116.996465195501
"54",63,0.824159513460472,168.011626023428,113.80241727258
"137",146,0.627385323634371,167.802213192212,127.407978579604
"99",108,0.694900475908071,161.503398900843,121.356092822523
"112",121,0.738409189041704,171.618097257639,124.806067278313
"68",77,0.542397063458338,178.177254102344,116.676249717996
"88",97,0.519084688508883,175.920952938517,120.134978206693
"34",43,0.526858804980293,178.286441640954,107.16647886073
