"","exercise_time","milk_ml","parents_height","height"
"1",10,0.236715125618502,165.018077031596,102.331401175866
"2",11,0.270314314868301,170.360199723748,102.578440040816
"3",12,0.321143951499835,172.666557977739,102.8496015321
"4",13,0.597643885528669,178.136666003768,103.43670143974
"5",14,0.0338126479182392,178.95688989501,102.847337707086
"6",15,0.329566124128178,158.981056497978,103.461392573779
"7",16,0.321308150887489,170.661403419776,103.649831411242
"8",17,0.86729675042443,177.041003574313,104.614215450594
"9",18,0.510605471441522,170.351276022874,104.314847660018
"10",19,0.93337263353169,181.473739083051,105.106721686944
"11",20,0.654476688010618,177.412373866304,104.916267363215
"12",21,0.401083600474522,179.076575807431,104.761517040664
"13",22,0.219810251146555,183.160040471823,104.707734351605
"14",23,0.16749716619961,179.72262012362,104.834496032679
"15",24,0.579226162750274,159.256695830142,105.61091662785
"16",25,0.958694765344262,156.701527800874,106.342172671482
"17",26,0.684084744658321,157.32619025998,106.157718642522
"18",27,0.227223384426907,169.512058084456,105.718112738198
"19",28,0.162305031903088,157.009678160183,105.827227044664
"20",29,0.275307130301371,172.292259401936,106.185429982422
"21",30,0.87688443204388,180.79030910187,107.227638204861
"22",31,0.196963927708566,170.480307896238,106.475749498792
"23",32,0.400108177447692,171.715934253614,106.960151448427
"24",33,0.536185456905514,164.956979427669,107.350659639668
"25",34,0.653280181111768,174.127353725716,107.714592253556
"26",35,0.675717615755275,165.885152474938,107.946004662057
"27",36,0.76982043730095,171.96222712979,108.277748612221
"28",37,0.000464771175757051,164.39222056146,107.400650679646
"29",38,0.269914838252589,184.384323718855,107.977880773554
"30",39,0.493726640474051,169.972392301799,108.491217296664
"31",40,0.772633772343397,156.0559486575,109.081687281281
"32",41,0.177405131980777,166.648577590172,108.448367184773
"33",42,0.288733546389267,180.518013302116,108.804226964945
"34",43,0.561195683665574,172.896921895843,109.385673957132
"35",44,0.240461541572586,179.825665799365,109.136646158202
"36",45,0.208982458803803,182.725024777809,109.292575442325
"37",46,0.885512164793909,169.84574599066,110.439717030711
"38",47,0.641897133784369,159.039105458957,110.298655987298
"39",48,0.822970314882696,169.630680323681,110.752158440836
"40",49,0.812773988582194,164.857065406128,110.937883584015
"41",50,0.0537181405816227,173.99597595484,110.075205396814
"42",51,0.0874077868647873,166.17782954754,110.322370901611
"43",52,0.275061281630769,172.781101586467,110.785085794283
"44",53,0.986619971226901,156.018310557178,111.981267959718
"45",54,0.690289535326883,168.144958574684,111.766405349458
"46",55,0.350797900231555,167.999083376437,111.491117060324
"47",56,0.474624401889741,157.182689807738,111.864474162646
"48",57,0.701319921761751,173.205968669265,112.381847890466
"49",58,0.41518603824079,177.755078644884,112.181260453537
"50",59,0.233392065856606,156.26768819995,112.126748892199
"51",60,0.606454458553344,180.968020969117,112.849036241975
"52",61,0.108691768255085,162.756593136833,112.352168475557
"53",62,0.764729507500306,172.502156181722,113.4706213105
"54",63,0.676691491622478,166.750742622401,113.547368088271
"55",64,0.41571078193374,158.53510852397,113.381995094707
"56",65,0.732692491263151,162.138093430464,114.025769487768
"57",66,0.163540533510968,177.152229317716,113.428956746915
"58",67,0.570879151113331,174.068117623646,114.199230811559
"59",68,0.061980587663129,176.687535289094,113.686772822728
"60",69,0.91704592271708,170.719492653692,115.083864291804
"61",70,0.655071675777435,169.284750270906,114.917100346088
"62",71,0.562414477579296,160.057458551234,114.987380268611
"63",72,0.801280627492815,172.023358929919,115.52179287849
"64",73,0.149670565268025,177.029312233228,114.809538791375
"65",74,0.279114733682945,177.776081536416,115.190760627156
"66",75,0.791620997712016,166.571868747127,116.108269396797
"67",76,0.670764118665829,170.716674178711,116.139069766132
"68",77,0.0442183208651841,179.189586601425,115.461905649211
"69",78,0.200812475988641,182.20432850668,115.881137466384
"70",79,0.839900865685195,169.301293946729,116.975861211959
"71",80,0.915363176725805,198.561046207937,117.281508447416
"72",81,0.302358053391799,197.912688898071,116.623301274749
"73",82,0.945052976720035,175.810118903229,117.723074167408
"74",83,0.771210307721049,166.834350963883,117.679694430809
"75",84,0.314085185527802,195.812621598441,117.239719259739
"76",85,0.125321485335007,182.120200941796,117.175450079469
"77",86,0.559053536038846,163.942989557149,117.982674950454
"78",87,0.852233552141115,165.647933013668,118.593126972998
"79",88,0.707911009900272,154.092302578384,118.59107541386
"80",89,0.671542803524062,173.56940079716,118.740159924934
"81",90,0.276960621587932,161.934495853187,118.387744870223
"82",91,0.062609163345769,169.552894420943,118.287652828684
"83",92,0.838554929941893,184.96569294642,119.573976901919
"84",93,0.200108597753569,162.42167657501,118.880152036855
"85",94,0.479978861054406,181.988840392207,119.471970405476
"86",95,0.204300491837785,166.759059950631,119.286020688573
"87",96,0.303279071813449,160.9449253891,119.624590700539
"88",97,0.714865538757294,161.452126279987,120.40081175426
"89",98,0.388544549467042,156.996005508972,120.143962369254
"90",99,0.429468295769766,163.167779994316,120.401255614078
"91",100,0.571511906106025,166.894333530926,120.800116668548
"92",101,0.992029828485101,163.755662819685,121.588841759879
"93",102,0.50914927944541,178.327904683685,121.112808991224
"94",103,0.0813564208801836,175.00905686203,120.713898989232
"95",104,0.976008562603965,187.409478434253,122.166411987646
"96",105,0.953529791440815,165.429352314844,122.334941708017
"97",106,0.875195876695216,179.095162044526,122.425274227373
"98",107,0.341512838145718,168.062917552851,121.878117973404
"99",108,0.607410341268405,175.548731243431,122.450374477776
"100",109,0.47845466947183,152.574240399067,122.469836537261
"101",110,0.305417164927348,164.25841164805,122.427584030898
"102",111,0.690722817322239,167.021792043418,123.167011944251
"103",112,0.478710765717551,166.569375431267,123.070195072005
"104",113,0.687365974066779,158.662755604343,123.562312363693
"105",114,0.112377867335454,158.527664922198,122.95732901427
"106",115,0.0156333930790424,149.4558841861,123.021886750311
"107",116,0.294067435199395,169.661297662997,123.611694409279
"108",117,0.29447339521721,174.624026008181,123.812262753304
"109",118,0.112993948394433,180.211589502598,123.758191527752
"110",119,0.519519144669175,168.650882189018,124.527326802537
"111",120,0.680533886421472,164.644488737964,124.95274744099
"112",121,0.0854135639965534,166.460694457502,124.319578989595
"113",122,0.811550535727292,169.831847546839,125.536170750018
"114",123,0.228230176959187,175.302657634576,124.919522247743
"115",124,0.416463293135166,175.55295664482,125.383048610389
"116",125,0.0106533002108335,155.813891758417,125.014914620295
"117",126,0.868403752334416,170.362701755764,126.415765253268
"118",127,0.276579751865938,165.710883323412,125.787211652612
"119",128,0.0705869025550783,171.707171863279,125.698821663577
"120",129,0.556566222105175,183.078830112461,126.579192710947
"121",130,0.888840000377968,173.004923367898,127.244376000529
"122",131,0.745195471914485,177.354154922713,127.24327366068
"123",132,0.433976703556255,170.439132605884,127.007567384979
"124",133,0.629524775082245,170.084547655666,127.481334685115
"125",134,0.979626794112846,171.59789597869,128.171477511758
"126",135,0.977512188721448,173.741401906559,128.36851706421
"127",136,0.0629718760028481,162.035142527595,127.288160626404
"128",137,0.179711029632017,152.520408565118,127.651595441485
"129",138,0.2022744868882,163.922601320072,127.883184281643
"130",139,0.552538899239153,180.096005523939,128.573554458935
"131",140,0.248653916409239,165.633679447466,128.348115482973
"132",141,0.584789014654234,161.463973377902,129.018704620516
"133",142,0.755054050358012,180.941607172354,129.457075670501
"134",143,0.908729410963133,166.957005368997,129.872221175348
"135",144,0.29986242740415,166.192967141305,129.219807398366
"136",145,0.170905438717455,176.498394507223,129.239267614204
"137",146,0.83442527288571,148.443249117776,130.36819538204
"138",147,0.130020743003115,171.047605448053,129.582029040204
"139",148,0.250078381272033,156.556969830568,129.950109733781
"140",149,0.52627331065014,168.368485600801,130.53678263491
"141",150,0.391534895403311,150.687069996029,130.548148853565
"142",151,0.153432657709345,182.757560206291,130.414805720793
"143",152,0.68118462827988,171.414135144418,131.353658479592
"144",153,0.506220282753929,167.536265970068,131.308708395855
"145",154,0.0522043472155929,179.094479606567,130.873086086102
"146",155,0.886036265641451,162.195206870393,132.240450771898
"147",156,0.436913478886709,173.685084267766,131.811678870441
"148",157,0.531856494722888,162.828312579466,132.144599092612
"149",158,0.0263145207427442,165.873200574113,131.63684032904
"150",159,0.792806978570297,177.271606615214,132.909929769998
"151",160,0.203302095877007,176.405025594359,132.284622934228
"152",161,0.243114021141082,173.681722618248,132.540359629598
"153",162,0.127491110935807,173.737619723346,132.57848755531
"154",163,0.517017976613715,161.755770315433,133.323825167259
"155",164,0.172263169661164,185.322365264179,133.041168437526
"156",165,0.878299846081063,158.55500582348,134.229619784513
"157",166,0.0873820991255343,169.134650748748,133.322334938776
"158",167,0.0436340151354671,170.391669706849,133.46108762119
"159",168,0.550639376509935,163.048730286313,134.370895127114
"160",169,0.253413718892261,172.617667961876,134.154779206449
"161",170,0.319733364274725,182.210203307326,134.447626709985
"162",171,0.75820027757436,159.666444192688,135.261480388604
"163",172,0.685165781294927,167.510503806095,135.359232093813
"164",173,0.246541112428531,162.621561374421,134.9451575574
"165",174,0.441561306361109,180.719484741069,135.418185828906
"166",175,0.0241783659439534,162.436363469068,135.033849712322
"167",176,0.944196962285787,169.116118519471,136.5218757472
"168",177,0.539159604348242,189.173334152235,136.154823446088
"169",178,0.121635458897799,171.915252561832,135.770289642457
"170",179,0.560691063990816,175.415760669466,136.584967489587
"171",180,0.161239558598027,176.233499697055,136.225735382037
"172",181,0.988858559867367,175.169730129663,137.584401983814
"173",182,0.87102036178112,170.245928265144,137.619428506494
"174",183,0.0270650153979659,174.830266173062,136.637891021557
"175",184,0.821653060615063,162.544644352633,137.950314284861
"176",185,0.377837057923898,166.462627577279,137.528971881093
"177",186,0.433590828673914,182.798466094494,137.807027160143
"178",187,0.413671164074913,178.785686660766,137.979139629705
"179",188,0.463365097995847,167.478798372895,138.248711137194
"180",189,0.508227481739596,185.077975797579,138.511518474435
"181",190,0.370466352673247,160.36297960423,138.518652893743
"182",191,0.606961959274486,162.409359298773,139.049746742984
"183",192,0.763570154085755,178.306689330742,139.46899821572
"184",193,0.251461337786168,156.67330193559,138.952045872901
"185",194,0.133647655369714,161.154428394382,138.987106717518
"186",195,0.923618487315252,154.463428554296,140.293065882241
"187",196,0.11385535961017,182.22850513579,139.359397503454
"188",197,0.154521271120757,172.722298609387,139.616329779569
"189",198,0.578006307361647,157.030014415168,140.409208830306
"190",199,0.905973617918789,176.731098873665,141.068363065086
"191",200,0.394252449972555,173.502135516501,140.551953429962
"192",201,0.48913212842308,163.353856247058,140.884784979792
"193",202,0.0994485658593476,175.999665945075,140.539227992203
"194",203,0.683720753295347,187.83756349771,141.557209054613
"195",204,0.893218504963443,159.526886776554,142.050505906949
"196",205,0.345747514860705,165.714124282348,141.484046520805
"197",206,0.328762477030978,156.661942770676,141.660267467843
"198",207,0.806151824770495,178.455817884326,142.528612554679
"199",208,0.840132215758786,184.558496195532,142.776185102062
"200",209,0.374209229601547,150.151523132648,142.323892921442
"201",210,0.0588455032557249,165.018077031596,142.082383704558
